Timestamp,Size,Source IP,Destination IP,Source Port,Destination Port
1739466901.169904,66,10.9.21.209,34.107.152.202,43302,443
1739466901.170764,614,34.117.188.166,10.9.21.209,443,48415
1739466901.170764,182,34.117.188.166,10.9.21.209,443,48415
1739466901.170764,68,34.117.188.166,10.9.21.209,443,48415
1739466901.170821,129,10.9.21.209,34.117.188.166,48415,443
1739466901.171445,89,172.16.0.231,10.9.21.209,53,40251
1739466901.171465,78,10.9.21.209,172.16.0.231,40251,53
1739466901.17511,78,172.16.0.231,10.9.21.209,53,40251
1739466901.175172,89,10.9.21.209,172.16.0.232,36988,53
1739466901.178849,176,172.16.0.231,10.9.21.209,53,47162
1739466901.178849,89,172.16.0.232,10.9.21.209,53,36988
1739466901.178931,89,10.9.21.209,172.16.0.232,36988,53
1739466901.18223,89,172.16.0.232,10.9.21.209,53,36988
1739466901.182266,78,10.9.21.209,172.16.0.232,36988,53
1739466901.185504,78,172.16.0.232,10.9.21.209,53,36988
1739466901.188025,74,34.149.100.209,10.9.21.209,443,41938
1739466901.188034,54,10.9.21.209,34.149.100.209,41938,443
1739466901.199698,74,34.107.243.93,10.9.21.209,443,50820
1739466901.19972,66,10.9.21.209,34.107.243.93,50820,443
1739466901.200025,1976,10.9.21.209,34.107.243.93,50820,443
1739466901.207725,1168,216.58.204.131,10.9.21.209,80,38330
1739466901.20774,66,10.9.21.209,216.58.204.131,38330,80
1739466901.217254,130,10.9.21.209,34.117.188.166,60598,443
1739466901.21741,158,10.9.21.209,34.117.188.166,60598,443
1739466901.217472,276,10.9.21.209,34.117.188.166,60598,443
1739466901.217484,301,10.9.21.209,34.117.188.166,60598,443
1739466901.223164,66,34.107.152.202,10.9.21.209,443,43292
1739466901.223164,66,34.107.152.202,10.9.21.209,443,43302
1739466901.223183,66,10.9.21.209,34.107.152.202,43302,443
1739466901.223164,66,34.107.152.202,10.9.21.209,443,43302
1739466901.223634,66,34.107.152.202,10.9.21.209,443,43302
1739466901.224243,84,34.117.188.166,10.9.21.209,443,48415
1739466901.224328,129,10.9.21.209,34.117.188.166,48415,443
1739466901.231044,245,172.16.0.231,10.9.21.209,53,43773
1739466901.23121,116,10.9.21.209,172.16.0.232,46457,53
1739466901.23193,397,10.9.22.29,224.0.0.251,5353,5353
1739466901.234524,201,172.16.0.232,10.9.21.209,53,46457
1739466901.234764,74,10.9.21.209,34.120.208.123,39176,443
1739466901.254512,66,34.107.243.93,10.9.21.209,443,50820
1739466901.254512,66,34.107.243.93,10.9.21.209,443,50820
1739466901.257619,84,10.9.21.209,172.16.0.232,58381,53
1739466901.257665,84,10.9.21.209,172.16.0.232,36139,53
1739466901.257708,2114,34.107.243.93,10.9.21.209,443,50820
1739466901.257711,384,10.9.21.209,34.107.221.82,57420,80
1739466901.257708,1080,34.107.243.93,10.9.21.209,443,50820
1739466901.257722,66,10.9.21.209,34.107.243.93,50820,443
1739466901.257726,66,10.9.21.209,34.107.243.93,50820,443
1739466901.259002,505,10.9.21.209,128.139.199.8,37028,80
1739466901.261497,116,172.16.0.232,10.9.21.209,53,58381
1739466901.263084,66,128.139.199.8,10.9.21.209,80,37028
1739466901.264431,955,128.139.199.8,10.9.21.209,80,37028
1739466901.264436,66,10.9.21.209,128.139.199.8,37028,80
1739466901.265061,130,10.9.21.209,34.107.243.93,50820,443
1739466901.2652,158,10.9.21.209,34.107.243.93,50820,443
1739466901.270236,684,34.117.188.166,10.9.21.209,443,60598
1739466901.270254,66,10.9.21.209,34.117.188.166,60598,443
1739466901.270519,97,10.9.21.209,34.117.188.166,60598,443
1739466901.271404,66,34.117.188.166,10.9.21.209,443,60598
1739466901.271404,97,34.117.188.166,10.9.21.209,443,60598
