Timestamp,Size,Source IP,Destination IP,Source Port,Destination Port
1739447083.862938,156,10.0.2.3,10.0.2.15,53,51233
1739447083.865969,868,142.250.27.84,10.0.2.15,443,44198
1739447083.867232,160,10.0.2.3,10.0.2.15,53,55419
1739447083.879006,1811,10.0.2.15,35.186.224.24,34812,443
1739447083.879617,125,10.0.2.15,35.186.224.24,55123,443
1739447083.880567,60,35.186.224.24,10.0.2.15,443,34812
1739447083.880567,60,35.186.224.24,10.0.2.15,443,34812
1739447083.883355,110,10.0.2.15,35.186.224.24,55123,443
1739447083.884294,1851,10.0.2.15,35.186.224.24,34848,443
1739447083.885104,60,35.186.224.24,10.0.2.15,443,34848
1739447083.885104,60,35.186.224.24,10.0.2.15,443,34848
1739447083.886375,1851,10.0.2.15,35.186.224.24,34832,443
1739447083.886806,1883,10.0.2.15,35.186.224.24,34828,443
1739447083.887427,60,35.186.224.24,10.0.2.15,443,34832
1739447083.887427,60,35.186.224.24,10.0.2.15,443,34832
1739447083.887427,60,35.186.224.24,10.0.2.15,443,34828
1739447083.887427,60,35.186.224.24,10.0.2.15,443,34828
1739447083.888644,82,10.0.2.15,142.250.27.84,44198,443
1739447083.888961,82,10.0.2.15,35.186.224.24,41558,443
1739447083.889135,125,10.0.2.15,35.186.224.24,41558,443
1739447083.889235,116,10.0.2.15,35.186.224.24,41558,443
1739447083.889637,206,10.0.2.15,35.186.224.24,41558,443
1739447083.905795,125,10.0.2.15,142.250.27.84,44198,443
1739447083.906434,116,10.0.2.15,142.250.27.84,44198,443
1739447083.907171,74,10.0.2.15,142.250.27.84,58494,443
1739447083.907702,95,10.0.2.15,10.0.2.3,35690,53
1739447083.908027,95,10.0.2.15,10.0.2.3,39995,53
1739447083.908533,95,10.0.2.15,10.0.2.3,36891,53
1739447083.909521,74,10.0.2.15,35.186.224.24,55123,443
1739447083.911065,387,10.0.2.15,142.250.27.84,44198,443
1739447083.918868,60,35.186.224.26,10.0.2.15,443,36826
1739447083.918869,60,35.186.224.26,10.0.2.15,443,36820
1739447083.918869,60,35.186.224.26,10.0.2.15,443,36818
1739447083.918869,60,35.186.224.26,10.0.2.15,443,36804
1739447083.918869,60,35.186.224.26,10.0.2.15,443,36782
1739447083.918869,60,35.186.224.41,10.0.2.15,443,52484
1739447083.918869,60,35.186.224.26,10.0.2.15,443,36788
1739447083.918869,651,104.199.65.9,10.0.2.15,4070,32778
1739447083.918917,54,10.0.2.15,35.186.224.26,36826,443
1739447083.918994,54,10.0.2.15,35.186.224.26,36820,443
1739447083.91906,54,10.0.2.15,35.186.224.26,36818,443
1739447083.91913,54,10.0.2.15,35.186.224.26,36804,443
1739447083.919197,54,10.0.2.15,35.186.224.26,36782,443
1739447083.919334,54,10.0.2.15,35.186.224.41,52484,443
1739447083.919533,54,10.0.2.15,35.186.224.26,36788,443
1739447083.919605,54,10.0.2.15,104.199.65.9,32778,4070
1739447083.919724,106,10.0.2.3,10.0.2.15,53,41081
1739447083.919724,82,35.186.224.24,10.0.2.15,443,35419
1739447083.919724,148,10.0.2.3,10.0.2.15,53,39011
1739447083.919724,1292,35.186.224.24,10.0.2.15,443,35419
1739447083.919724,1292,35.186.224.24,10.0.2.15,443,35419
1739447083.919724,1292,35.186.224.24,10.0.2.15,443,35419
1739447083.921355,560,35.186.224.24,10.0.2.15,443,35419
1739447083.922836,571,10.0.2.15,35.186.224.41,52484,443
1739447083.924102,60,35.186.224.41,10.0.2.15,443,52484
1739447083.928288,1853,10.0.2.15,35.186.224.26,36826,443
1739447083.928629,1885,10.0.2.15,35.186.224.26,36820,443
1739447083.929067,60,35.186.224.26,10.0.2.15,443,36826
1739447083.929067,60,35.186.224.26,10.0.2.15,443,36826
1739447083.929067,60,35.186.224.26,10.0.2.15,443,36820
1739447083.929067,60,35.186.224.26,10.0.2.15,443,36820
1739447083.929131,1789,10.0.2.15,35.186.224.26,36818,443
1739447083.929432,1885,10.0.2.15,35.186.224.26,36804,443
1739447083.929761,1885,10.0.2.15,35.186.224.26,36782,443
1739447083.930229,60,35.186.224.26,10.0.2.15,443,36818
1739447083.930229,60,35.186.224.26,10.0.2.15,443,36818
1739447083.930229,60,35.186.224.26,10.0.2.15,443,36804
1739447083.930229,60,35.186.224.26,10.0.2.15,443,36804
1739447083.930229,60,35.186.224.26,10.0.2.15,443,36782
1739447083.930406,1885,10.0.2.15,35.186.224.26,36788,443
1739447083.930525,60,35.186.224.26,10.0.2.15,443,36782
1739447083.930752,81,10.0.2.15,35.186.224.24,35419,443
1739447083.93138,60,35.186.224.26,10.0.2.15,443,36788
1739447083.931381,60,35.186.224.26,10.0.2.15,443,36788
1739447083.937613,626,35.186.224.24,10.0.2.15,443,55123
1739447083.938663,163,35.186.224.24,10.0.2.15,443,55123
1739447083.939884,2934,35.186.224.24,10.0.2.15,443,34812
1739447083.93991,54,10.0.2.15,35.186.224.24,34812,443
1739447083.940264,631,35.186.224.24,10.0.2.15,443,34812
1739447083.94027,54,10.0.2.15,35.186.224.24,34812,443
1739447083.944789,626,35.186.224.24,10.0.2.15,443,41558
1739447083.94479,2934,35.186.224.24,10.0.2.15,443,34848
1739447083.94479,2934,35.186.224.24,10.0.2.15,443,34832
1739447083.94479,2934,35.186.224.24,10.0.2.15,443,34828
1739447083.951211,590,10.0.2.15,35.186.224.24,Unknown,Unknown
1739447083.951418,54,10.0.2.15,35.186.224.24,34848,443
1739447083.951447,54,10.0.2.15,35.186.224.24,34832,443
1739447083.95147,54,10.0.2.15,35.186.224.24,34828,443
1739447083.951917,163,35.186.224.24,10.0.2.15,443,41558
1739447083.951936,191,10.0.2.15,35.186.224.24,Unknown,Unknown
1739447083.952184,639,35.186.224.24,10.0.2.15,443,34848
1739447083.952184,639,35.186.224.24,10.0.2.15,443,34832
1739447083.952184,639,35.186.224.24,10.0.2.15,443,34828
1739447083.952192,54,10.0.2.15,35.186.224.24,34848,443
1739447083.952217,54,10.0.2.15,35.186.224.24,34832,443
1739447083.952238,54,10.0.2.15,35.186.224.24,34828,443
1739447083.954128,82,10.0.2.15,35.186.224.24,35419,443
1739447083.961905,74,10.0.2.15,199.232.214.248,46020,443
1739447083.962248,73,10.0.2.15,35.186.224.24,55123,443
1739447083.963537,125,10.0.2.15,35.186.224.24,35419,443
1739447083.963806,114,10.0.2.15,35.186.224.24,35419,443
1739447083.965087,95,10.0.2.3,10.0.2.15,53,36891
